,PID,BAI,PARCELID,PROPLOC,SUBDIV,LAND_ASSESS,IMPROV_ASSESS,TOTAL_ASSESS,CITY,STATE,ZIP,SALE_DATE,SALE_PRICE,IMPROVE_VACANT,DEED,YR_BUILT,STYLE,GRADE,ROOF_STRUCT,ROOF_COVER,EXT_WALLCOV,HEAT_FUEL,AC_TYPE,INT_FLOOR,NUM_BED,NUM_BATH,LIVING_SQFT,ACRES,ZONING,UTILITIES,STREET_QUALITY
8696,10353,226392,J07-1431-3755,7447 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,51400,266800,318200,QUINTON,VA,23141,2018-09-18,269000.0,I,,2006.0,Colonial,C,Gable,Dimen Shingle,Brick,Electric,Central,Hardwood,3.0,2.0,1952.0,0.47,R1,"Public Water,Septic,Electric",Paved
8697,10354,226393,J07-1557-3800,7457 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,53900,259700,313600,QUINTON,VA,23141,2014-01-24,207600.0,I,,2005.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,4.0,2.0,2339.0,0.56,R1,"Public Water,Septic,Gas/Electric",Paved
8698,10355,226394,J07-1570-3920,7473 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,55500,256300,311800,QUINTON,VA,23141,2019-12-02,273000.0,I,,2004.0,Colonial,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1824.0,0.61,R1,"Public Water,Septic,Gas",Paved
8699,10356,226395,J07-1533-4026,7489 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,52500,243600,296100,QUINTON,VA,23141,2015-12-31,249950.0,I,,2003.0,Transitional 2+ Sty,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1947.0,0.51,R1,"Public Water,Septic,Electric",Paved
8700,10357,226396,J07-1505-4134,7493 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,51400,259700,311100,QUINTON,VA,23141,2003-12-31,197000.0,V,,2003.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,2167.0,0.47,R1,"Public Water,Septic,Electric",Paved
8701,10358,226397,J07-1493-4299,7503 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,49300,190800,240100,QUINTON,VA,23141,2017-08-11,0.0,I,WILL BOOK,2004.0,Modified Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1754.0,0.71,R1,"Public Water,Septic,Electric",Paved
8702,10359,226398,J07-1387-4319,7508 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,46300,222600,268900,QUINTON,VA,23141,2005-10-31,199850.0,I,,2005.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1754.0,0.47,R1,"Well,Septic,Gas/Electric",Paved
8703,10360,226399,J07-1277-4284,7502 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,49500,194500,244000,QUINTON,VA,23141,2012-08-23,0.0,I,,2006.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Vinyl,3.0,2.0,1802.0,0.6,R1,"Public Water,Septic",Paved
8704,10361,226400,J07-1290-4071,7490 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,51200,273800,325000,QUINTON,VA,23141,2004-03-29,220000.0,I,,2004.0,Ranch,C,Hip,Dimen Shingle,Brick,Electric,Central,Hardwood,3.0,2.0,1911.0,0.46,R1,"Public Water,Septic,Electric",Paved
8705,10362,226401,J07-1298-3935,7470 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,51200,214700,265900,QUINTON,VA,23141,2001-07-02,175000.0,I,,2001.0,Modified Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1792.0,0.46,R1,"Public Water,Septic,Electric",Paved
8706,10363,226402,J07-1213-3826,7460 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,56100,258500,314600,CRESTVIEW,FL,32536,2000-11-01,198900.0,I,,2000.0,Ranch,C++,Gable,Dimen Shingle,Brick,Electric,Central,Carpet,3.0,2.0,2054.0,0.62,R1,"Public Water,Septic,Electric",Paved
8707,10364,226403,J07-1127-3938,7475 EAGLE POINT DR ,FAIRWAY RIDGE,51200,254200,305400,QUINTON,VA,23141,2004-02-09,220000.0,I,,2004.0,Modified Ranch,C,Gable,Dimen Shingle,Brick,Electric,Central,Carpet,3.0,2.0,2350.0,0.46,R1,"PW / Septic,Electric",Paved
8708,10365,226404,J07-1132-4116,7493 EAGLE POINT DR ,FAIRWAY RIDGE,51200,269400,320600,QUINTON,VA,23141,2019-02-11,275000.0,I,,2005.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,4.0,2.0,2318.0,0.46,R1,"Public Water,Septic,Gas/Electric",Paved
8709,10366,226405,J07-1138-4310,EAGLE POINT DR,FAIRWAY RIDGE,41400,0,41400,HIGHLAND SPRINGS,VA,23075,,0.0,,,0.0,,,,,,,,,,,0.0,0.46,R1,,Paved
8710,10367,226406,J07-1005-4307,7500 EAGLE POINT DR ,FAIRWAY RIDGE,72000,238500,310500,QUINTON,VA,23141,2005-09-16,229906.0,I,,2005.0,Modified Ranch,C++,Hip,Dimen Shingle,Brick,Electric,Central,Hardwood,3.0,2.0,1782.0,0.46,R1,"Well,Septic,Gas/Electric",Paved
8711,10368,226407,J07-0980-4140,7490 EAGLE POINT DR ,FAIRWAY RIDGE,67600,223200,290800,QUINTON,VA,23141,2005-04-04,214193.0,I,,2005.0,Modified Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1927.0,0.46,R1,"Public Water,Septic,Gas/Electric",Paved
8712,10369,226408,J07-0955-3963,7450 EAGLE POINT DR ,FAIRWAY RIDGE,67600,256700,324300,QUINTON,VA,23141,2001-03-19,203900.0,I,,2001.0,Transitional 2+ Sty,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,2351.0,0.46,R1,"Public Water,Septic,Electric",Paved
8713,10370,226409,J07-0919-3805,7440 EAGLE POINT DR ,FAIRWAY RIDGE,68400,259300,327700,QUIINTON,VA,23141,2001-09-28,220865.0,I,,2001.0,Transitional 2+ Sty,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,2361.0,0.48,R1,"Public Water,Septic,Electric",Paved
8714,10371,226410,J07-0928-3674,7426 EAGLE POINT DR ,FAIRWAY RIDGE,58300,227200,285500,QUINTON,VA,23141,2015-03-16,0.0,I,DEED OF CORRECTION,2005.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Hardwood,3.0,2.0,1824.0,0.66,R1,"Public Water,Septic,Gas/Electric",Paved
8715,10372,226411,J07-1081-3649,7420 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,56100,243100,299200,QUINTON,VA,23141,2001-05-15,189000.0,I,,2001.0,Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,2144.0,0.62,R1,"Public Water,Septic,Electric",Paved
8716,10373,226412,J27-0076-0809,NEW KENT HW,ON RT 249,43500,0,43500,NEW KENT,VA,23124,,0.0,,,0.0,,,,,,,,,,,0.0,4.08,A1,,Paved
8717,10374,226413,M04-0314-2101,9540 GOODMAN RD ,S OF QUAKER RD,83500,305700,389200,QUINTON,VA,23141,2018-05-31,301000.0,I,RANDY L SCOTT 30% INT; CHRISTINE A WHITT 70% INT,2004.0,Cape Cod,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,4.0,2.0,2480.0,3.0,A1,"Well,Septic,Electric",Dirt
8718,10375,226419,E16-2383-3901,9431 POCAHONTAS TL,AT PROVIDENCE FORGE LOT A,186700,180700,367400,WILLIAMSBURG,VA,23188,2000-10-02,105000.0,I,,1979.0,Ranch,C,Gable,Comp Shingle,Brick,Electric,Central,Hardwood,3.0,2.0,1352.0,1.15,BUS,"Well,Septic,Electric",Paved
8719,10376,226483,M26-3301-1081,HILL FARM RD ,RIVER VIEW FARM,134800,0,134800,WEST POINT,VA,23181,2015-10-06,0.0,V,NO CONSIDERATION,0.0,,,,,,,,,,,0.0,1.07,A1,,Dirt
8720,10377,226415,M26-3447-1117,HILL FARM RD,RIVER VIEW FARM,134800,0,134800,WEST POINT,VA,23181,2015-11-06,0.0,V,NO CONSIDERATION,0.0,,,,,,,,,,,0.0,1.07,A1,,Dirt
8721,10378,226416,M26-3585-1221,HILL FARM RD,RIVER VIEW FARM 3-A,155400,0,155400,WEST POINT,VA,23181,2020-01-28,0.0,V,THE CLYDE C DAVIS JR & CATHERINE T DAVIS FAMILY TRUST DTD 10/1/19,0.0,,,,,,,,,,,0.0,1.05,A1,,Dirt
8722,10379,226417,M26-3735-1289,HILL FARM RD,RIVER VIEW FARM 3-B,132100,0,132100,WEST POINT,VA,23181,2020-01-28,0.0,V,THE CLYDE C DAVIS JR & CATHERINE T DAVIS FAMILY TRUST DTD 10/1/19,0.0,,,,,,,,,,,0.0,1.05,A1,,Dirt
8723,10380,226414,P11-0841-3776,12391 STEEL TRAP RD ,PT OF S THOMPSON EST,70100,4400,74500,NEW KENT,VA,23124,2013-08-28,0.0,I,,1998.0,Mobile Home,,Gable,Metal,Other,Electric,Central,Carpet,2.0,1.0,644.0,1.0,A1,"Well,Septic,Electric",Paved
8724,10381,226420,H09-0822-1133,5365 ROXBURY RD ,LONG BRIDGE ESTATES LOT B,75900,138900,214800,PROVIDENCE FORGE,VA,23140,2001-03-02,33500.0,V,,2001.0,Doublewide 1996 - 2010,D+,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,3.0,2052.0,2.55,A1,"Well,Septic,Electric",Paved
8725,10382,226421,H08-2092-4613,5900 TOE INK TE ,PT OF WHITE HALL,86700,119800,206500,QUINTON,VA,23141,2000-05-20,0.0,,,2000.0,Ranch,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,1.0,1056.0,2.09,A1,"Well,Septic,Electric",gravel
8726,10383,226422,M26-3996-1447,HILL FARM RD ,RIVER VIEW FARM 4B,148300,0,148300,GLOUCESTER,VA,23061,2020-02-05,0.0,V,,0.0,,,,,,,,,,,0.0,1.11,A1,,Dirt
8727,10384,226418,M26-3858-1386,HILL FARM RD ,RIVER VIEW FARM,155400,0,155400,HENRICO,VA,23233,2015-10-05,0.0,V,DEED OF GIFT,0.0,,,,,,,,,,,0.0,1.05,A1,,Dirt
8728,10386,226425,J32-1468-1760,19528 TIDAL WATER RD ,ON BAKERS CREEK LOT 4,214700,631500,846200,BARHAMSVILLE,VA,23011,2006-01-05,325000.0,V,,2007.0,Tri-Level,B-,Hip,Dimen Shingle,Cement Board,Electric,Central,Hardwood,3.0,3.0,3922.0,25.04,A1,"Well/Septic,Electric",Paved
8729,10387,226424,J32-1156-1681,19516 TIDAL WATER RD ,ON BAKERS CREEK,218800,590200,809000,BARHAMSVILLE,VA,23011,2003-06-03,195000.0,V,,2005.0,Cape Cod,B-,Gable,Dimen Shingle,Cement Board,Gas,Central,Hardwood,4.0,3.0,4228.0,30.38,A1,"Well,Septic,Gas/Electric",Paved
8730,10388,226426,K32-3033-1914,19710 YORK RD ,PLUM POINT,51400,207700,259100,BARHAMSVILLE,VA,23011,2004-10-04,124900.0,I,,2004.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,1.0,1958.0,0.58,A1,"Well,Septic,Electric",Dirt
8731,10389,226427,K32-3197-2067,8010 PENNSYLVANIA AV ,PLUM POINT,63600,161000,224600,WEST POINT,VA,23181,2018-07-24,165000.0,I,,2007.0,Colonial,C--,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1558.0,1.08,A1,"Well/Septic,Electric",Dirt
8732,10390,226428,K32-3080-2173,8005 POINT LOOKOUT RD ,PLUM POINT,69200,251500,320700,WEST POINT,VA,23181,2000-07-31,29000.0,V,,2001.0,Cape Cod,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,6.0,3.0,2442.0,1.25,A1,"Well,Septic,Electric",Gravel
8733,10391,226429,L10-0439-2609,5250 NEW KENT HW ,E ANDERSON ESTATE,76800,4300,81100,QUINTON,VA,23141,2002-03-14,100000.0,I,,2000.0,Mobile Home,,Gable,Metal,Aluminum Sidin,None,None,Vinyl,3.0,2.0,1064.0,2.0,A1,,Paved
8734,10392,226430,L10-0219-2586,5230 NEW KENT HW,E ANDERSON ESTATE,77800,125900,203700,QUINTON,VA,23141,2002-03-14,100000.0,I,,1925.0,Ranch,C--,Gable,Comp Shingle,Aluminum Sidin,Electric,None,Vinyl,3.0,2.0,1414.0,2.15,A1,"Well,Septic,Electric",Paved
8735,10393,226431,L09-4016-2627,NEW KENT HW ,E ANDERSON ESTATE,124300,0,124300,CHARLES CITY,VA,23030,2021-06-15,125000.0,V,OWNS ADJ LOT,,,,,,,,,,,,,1.03,BUS,,No road
8736,10394,226432,L10-0155-2931,5220 NEW KENT HW ,E ANDERSON ESTATE,82900,179400,262300,QUINTON,VA,23141,2021-02-16,0.0,I,,2010.0,Cape Cod,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1516.0,2.91,A1,Well/Septic,Paved
8737,10395,226433,F29-1616-2329,4150 TILFORD MILL LN ,RT 632,59600,139100,198700,BARHAMSVILLE,VA,23011,2021-09-15,199000.0,I,,2001.0,Doublewide 1996 - 2010,C--,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,2052.0,1.0,A1,"Well,Septic,Electric",gravel
8738,10396,226434,I11-3997-4776,6671 HALSTEAD LN,HALSTEADS LOT A,103500,172200,275700,PROVIDENCE FORGE,VA,23140,2001-04-20,166000.0,I,,2001.0,Colonial,C--,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1768.0,6.0,A1,"Well,Septic,Electric",gravel
8739,10397,226435,N13-0121-3173,OLD CHURCH RD,N OF OLD CHURCH RD,96800,0,96800,NEW KENT,VA,23124,2000-08-08,0.0,,,0.0,,,,,,,,,,,0.0,5.0,A1,,Paved
8740,10398,226436,N13-0141-2964,OLD CHURCH RD,N OF OLD CHURCH RD,96800,0,96800,PROVIDENCE FORGE,VA,23140,2000-08-08,0.0,,,0.0,,,,,,,,,,,0.0,5.0,A1,,Paved
8741,10399,226437,N13-0185-2705,10317 OLD CHURCH RD ,N OF OLD CHURCH RD,91500,83100,174600,NEW KENT,VA,23124,2000-08-08,0.0,V,,2004.0,Dutch Colonial,C,Gambrel,Comp Shingle,Vinyl Siding,Gas,Central,Concrete,1.0,1.0,530.0,5.0,A1,"Well/Septic,Electric",Gravel
8742,10400,226438,E27-1212-2072,3201 WAHRANI LN ,ADJ DIASCUND RESERVIOR,142600,280500,423100,LANEXA,VA,23089,2000-04-28,0.0,V,,2002.0,Cape Cod,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,2.0,4.0,3230.0,3.75,A1,"Well,Septic,Electric",gravel
8743,10401,226439,K12-2094-4322,OFF GEO W WATKINS RD,ADJ IDEN'S CROSSING,86800,0,86800,QUINTON,VA,23141,2000-09-15,0.0,,,0.0,,,,,,,,,,,0.0,3.5,A1,,Paved
8744,10402,226440,E26-0222-4332,3440 GOOD HOPE RD ,ON RT 603,74800,339600,414400,LANEXA,VA,23089,2014-07-15,55000.0,V,VACANT LAND; MODULAR LOST TO FIRE 2012,2016.0,Cape Cod,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,2556.0,2.0,A1,"Well,Septic,Electric",Paved
8745,10403,226441,P09-2909-2090,5180 HOPEWELL RD ,ADJ DALLAS JONES,126500,307600,434100,NEW KENT,VA,23124,2005-10-25,,V,,2003.0,Colonial,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,2.0,2704.0,9.44,A1,"Well,Septic",Paved
8746,10405,226443,I19-2296-0539,6011 BRICKSHIRE DR ,BRICKSHIRE,38000,453600,491600,PROVIDENCE FORGE,VA,23140,2020-08-07,450000.0,I,,2005.0,Transitional 2+ Sty,B-,Hip,Dimen Shingle,Brick,Electric,Central,Hardwood,4.0,3.0,3618.0,0.67,PUD,All Public,Paved
8747,10406,226444,I19-2212-0591,11421 BRICKSHIRE PK ,BRICKSHIRE,41900,378600,420500,PROVIDENCE FORGE,VA,23140,2018-06-19,0.0,I,REVOCABLE TRANSFER ON DEATH DEED; AFTER VICTOR & AMY MACLAUCHLAN PASS TRANSFER INT TO CASSANDRA L YOUNG & ADAM V MACLAUGHCLAN,2005.0,Transitional 2+ Sty,C,Hip,Dimen Shingle,Brick,Electric,Central,Hardwood,3.0,2.0,2258.0,0.76,PUD,"All Public,Gas/Electric",Paved
8748,10407,226445,I19-2176-0753,11425 BRICKSHIRE PK ,BRICKSHIRE,61900,558900,620800,PROVIDENCE FORGE,VA,23140,2020-09-28,573753.0,I,,2020.0,Transitional 2+ Sty,C++,Gable,Dimen Shingle,Cement Board,Electric,Heat Pump,Luxury Plank/Tile,5.0,6.0,4232.0,1.16,PUD,,Paved
8749,10408,226446,I19-1928-0734,11450 BRICKSHIRE PK ,BRICKSHIRE,61900,623600,685500,PROVIDENCE FORGE,VA,23140,2021-08-06,685000.0,I,,2008.0,Transitional 2+ Sty,B-,Hip,Dimen Shingle,Cement Board,Electric,Geo Thermal,Hardwood,3.0,2.0,2908.0,1.17,PUD,,Paved
8750,10409,226447,I19-1882-0607,11400 BRICKSHIRE PK ,BRICKSHIRE,45100,290800,335900,PROVIDENCE FORGE,VA,23140,2016-04-01,296500.0,I,,2002.0,Modified Ranch,C,Gable,Dimen Shingle,Brick,Electric,Central,Carpet,3.0,2.0,2441.0,0.79,PUD,All Public,Paved
8751,10410,226448,J17-3478-4035,7400 COURTHOUSE RD ,CRISS CROSS STATION,72000,282100,354100,NEW KENT,VA,23124,2018-05-02,280000.0,I,,2001.0,Modified Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Laminate,4.0,2.0,2093.0,2.4,A1,"Well,Septic,Electric",Paved
8752,10411,226449,I32-2606-4487,19556 HIGH BLUFF LN ,YORK RIVER BLUFF,96600,413900,510500,BARHAMSVILLE,VA,23011,2016-05-16,454950.0,I,,2005.0,Modified Ranch,C++,Gable,Dimen Shingle,Brick,Gas,Central,Hardwood,4.0,2.0,3259.0,7.67,A1,"Gas/Electric,Well,Septic",Paved
8753,10412,226450,Q09-2728-3841,5000 HAMPSTEAD LN ,HAMPSTEAD,502500,514500,1017000,HOUSTON,TX,77002,2021-12-28,1015201.0,I,NOT LISTED,1820.0,Historical Dwelling,B-,Flat,Slate,Brick,Electric,Central,Hardwood,3.0,3.0,6000.0,54.12,A1,"Well,Septic,Electric",No road
8754,10413,226452,J08-2049-0919,4308 HENPECK RD ,ON RT 665 LOT A,75500,178300,253800,QUINTON,VA,23141,2006-01-10,45000.0,V,,2011.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Unit/AC,Vinyl,3.0,2.0,1407.0,1.8,A1,,Paved
8755,10414,226453,J08-2214-0943,4318 HENPECK RD ,ADJ HUMPHREY,49700,151200,200900,QUINTON,VA,23141,2013-04-25,150000.0,I,,2013.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1180.0,2.39,A1,,Paved
8756,10415,226451,L20-1470-2761,8834 CUMBERLAND RD ,ADJ CUMBERLAND FARM,73800,159200,233000,NEW KENT ,VA,23124,2018-03-12,190000.0,I,,2004.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1080.0,2.7,A1,"Well,Septic",Paved
8757,10416,226454,M26-2289-0821,,RIVER VIEW FARM,148000,0,148000,PROVIDENCE FORGE,VA,23140,2008-08-28,,I,,0.0,,,,,,,,,,,0.0,1.04,A1,,No road
8758,10418,226456,F13-3037-0472,7980 LONG REACH RD ,PT OF SCRUGGINS,54000,4200,58200,MECHANICSVILLE,VA,23111,2021-04-30,0.0,I,WILL BOOK-BETTY C BARNETT REV TRUST DTD 3/14/97,1986.0,Mobile Home,,None,None,None,None,None,None,0.0,0.0,896.0,1.0,A1,"Well,Septic,Electric",Gravel
8759,10419,226457,I07-2896-2514,6409 MATACHANNA LN,POCOHANTAS STATION,73200,217000,290200,QUINTON,VA,23141,2012-08-27,0.0,I,,2003.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1824.0,1.57,A1,"Well/Septic,Electric",gravel
8760,10420,226458,I07-2829-2343,6401 MATACHANNA LN ,POCOHANTAS STATION,75600,281300,356900,QUINTON,VA,23141,2019-12-13,0.0,I,CORRECTION DEED,2002.0,Modern Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,2064.0,2.03,A1,"Well,Septic,Electric",gravel
8761,10421,226459,I07-2782-2158,6373 MATACHANNA LN,POCOHANTAS STATION,75500,256500,332000,QUINTON,VA,23141,2021-09-30,0.0,I,"REV TRANSFER ON DEATH- TAMMY, CHRISTINA, THERESA, & MICHAEL BUTKIEWICUS  BENEFICIARIES",2001.0,Ranch,C,Gable,Comp Shingle,Brick,Electric,Central,Carpet,3.0,2.0,2385.0,2.02,A1,"Well,Septic,Electric",gravel
8762,10422,226460,I07-2503-1842,6350 MATACHANNA LN ,POCOHANTAS STATION,67000,209900,276900,QUINTON,VA,23141,2016-12-14,0.0,I,DEED OF GRANTORS TO TRUSTEES; NO CONSIDERATION,2001.0,Ranch,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1846.0,2.38,A1,"Well,Septic,Electric","gravel,Dirt"
8763,10423,226461,I07-2333-2275,6351 POCAHONTAS STATION RD ,POCOHANTAS STATION,83500,358500,442000,QUINTON,VA,23141,2021-06-04,445000.0,I,,2003.0,Colonial,C++,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,2.0,3702.0,3.0,A1,"Well,Septic,Electric",gravel
8764,10424,226462,I07-2175-1950,6301 POCAHONTAS STATION RD ,POCOHANTAS STATION,86100,193800,279900,QUINTON,VA,23141,2018-07-12,0.0,I,WILL BOOK,2002.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1920.0,4.0,A1,"Well,Septic,Electric",gravel
8765,10425,226463,I07-1735-2119,6300 POCAHONTAS STATION RD ,POCOHANTAS STATION,96900,382700,479600,QUINTON,VA,23141,2020-10-08,0.0,I,SURVIVORSHIP DB 331/490- TRACY BOONE DOD 8/7/20,2002.0,Transitional 2+ Sty,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,8.0,4.0,3815.0,5.01,A1,"Well,Septic,Electric",gravel
8766,10426,226464,P06-3349-3375,OFF CATTAIL RD ,ADJ PARSLEY LOT 2,67500,0,67500,NEW KENT,VA,23124,2019-01-08,20000.0,V,,0.0,,,,,,,,,,,0.0,3.239,A1,,No road
8767,10427,226465,P06-3359-2237,12011 CATTAIL RD ,ON CATTAIL RD,83800,156800,240600,NEW KENT,VA,23124,2016-04-21,207000.0,I,,2005.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1144.0,7.5,A1,"Well/Septic,Electric",Gravel
8768,10428,226466,H14-2323-0615,5200 OLIVET CHURCH RD ,CHURCHWOOD,70900,237200,308100,PROVIDENCE FORGE,VA,23140,2013-08-13,208000.0,I,,2001.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Gas/Elec,Central,Hardwood,3.0,3.0,1605.0,2.23,A1,"Well,Septic,Electric",Paved
8769,10429,226467,G33-2673-0699,20251 TRIANGLE RD ,TRIANGLE TRACT LOT 2,159000,433600,592600,BARHAMSVILLE,VA,23011,2000-12-28,50500.0,V,,2003.0,Cape Cod,C+,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,3.0,3213.0,15.01,A1,"Well,Septic,Electric",Paved
8770,10430,226468,G33-3566-1177,4500 HOLLY FORK RD,TRIANGLE TRACT LOT 3,160200,329300,489500,BARHAMSVILLE,VA,23011,2011-04-05,315000.0,I,,2003.0,Contemporary,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,4.0,3.0,3081.0,15.0,A1,"Well,Septic,Electric",Paved
8771,10431,226469,J29-2198-4011,7481 THERON RD ,PT OF ELTHAM TRACT,1431300,2224500,3655800,WEST POINT,VA,23181,2000-12-28,390490.0,,,2002.0,Office/Warehouse,C,Shed,Metal,Metal,Electric,Typical,vinyl,,,5568.0,47.790023,IND,,Paved
8772,10433,226470,N11-1426-0040,10005 TUNSTALL RD ,ADJ PHILLIP FELTS,82100,694000,776100,NEW KENT,VA,23124,2000-10-19,0.0,,,2003.0,Federal,C,Hip,Dimen Shingle,Brick,Electric,Central,Hardwood,4.0,3.0,6812.0,2.790023,A1,"Well/Septic,Electric",Paved
8773,10434,226471,I17-0396-2252,6215 CHESAPEAKE CR ,KENTLAND,549000,1624400,2173400,FAIRFAX STATION,VA,22039,2020-06-30,1650000.0,I,DEED ADDRESS WAS PROPERTY LOCATION-USED MAILING ADDRESS FROM RENT ASSIGNMENT,2006.0,Strip Stores,C,Flat,Tar & Gravel,Stucco,Electric,Central,Tile,,,13720.0,1.07,PUD,,
8774,10435,226472,I17-0342-1980,6201 CHESAPEAKE CR ,KENTLAND,764300,1706700,2471000,RICHMOND,VA,23226,2000-12-27,650000.0,V,,2002.0,Gas/Convenience Store,C,Hip,Metal,Stucco,Typical,Central,Typical,,,2139.0,1.43,PUD,All Public,Paved
8775,10439,226477,F26-1141-2877,15955 WALKERS WY ,ADJ SPEGGLE PT OF C,126000,181600,307600,LANEXA,VA,23089,2000-08-29,150000.0,,,1978.0,Cottage,B-,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Laminate,2.0,1.0,780.0,5.2,A1,"Well,Septic,Electric",Paved
8776,10440,226478,K31-4066-2676,N/A ,PLUM POINT-CEMETERY,0,0,0,WEST POINT,VA,23181,,0.0,,,0.0,,,,,,,,,,,0.0,2.3e-05,A1,,Dirt
8777,10441,226479,I11-2080-1644,6105 MIHALCOE LN ,ADJ ANDREW AKRIE,70100,167400,237500,PROVIDENCE FORGE,VA,23140,2006-04-17,,I,,2001.0,Doublewide 1996 - 2010,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,3.0,2052.0,1.0,A1,",Electric",gravel
8778,10443,226484,H19-2732-1308,11431 RED BRICK CT ,BRICKSHIRE,45500,295800,341300,PROVIDENCE FORGE,VA,23140,2018-04-27,273000.0,I,FORECLOSURE RESALE,2003.0,Colonial,C--,Gable,Dimen Shingle,Cement Board,Electric,Central,Hardwood,4.0,2.0,2686.0,0.69,PUD,,Paved
8779,10444,226485,H19-2657-1476,11421 RED BRICK CT ,BRICKSHIRE,53600,403900,457500,PROVIDENCE FORGE,VA,23140,2015-05-21,0.0,I,REVOCABLE TRANSFER ON DEATH DEED; TRANSFER TO MICHAEL A SALARIS UPON PASSING OF CHRISTINA P SALARIS,2006.0,Transitional 1 Sty,C,Gable,Dimen Shingle,Brick,Electric,Central,Hardwood,4.0,3.0,2957.0,0.79,PUD,"Public Water,Public Sewer",Paved
8780,10445,226486,H19-2776-1553,11421 RED BRICK CT ,BRICKSHIRE,82600,0,82600,VIRGINIA BEACH,VA,23455,2001-09-17,101900.0,V,,0.0,,,,,,,,,,,0.0,0.81,PUD,,Paved
